"year","age","sex","join_variable","rate","age_cohort","location","assumption"
2038,41,"female","2038_41",0.000950451535995455,22,"Tasmania","high"
2039,42,"female","2039_42",0.00103053081452392,22,"Tasmania","high"
2040,43,"female","2040_43",0.00112062766870308,22,"Tasmania","high"
2041,44,"female","2041_44",0.00121073264105679,22,"Tasmania","high"
2042,45,"female","2042_45",0.00132087196741578,22,"Tasmania","high"
2043,46,"female","2043_46",0.00143102342578231,22,"Tasmania","high"
2044,47,"female","2044_47",0.00154118701882918,22,"Tasmania","high"
2045,48,"female","2045_48",0.0016413462721255,22,"Tasmania","high"
2046,49,"female","2046_49",0.00177156830086829,22,"Tasmania","high"
2047,50,"female","2047_50",0.00190180728959633,22,"Tasmania","high"
2048,51,"female","2048_51",0.00204208363422485,22,"Tasmania","high"
2049,52,"female","2049_52",0.00219240155691376,22,"Tasmania","high"
2050,53,"female","2050_53",0.00233271867382772,22,"Tasmania","high"
2051,54,"female","2051_54",0.00246303077148554,22,"Tasmania","high"
2052,55,"female","2052_55",0.00260338587011493,22,"Tasmania","high"
2053,56,"female","2053_56",0.00273373324605584,22,"Tasmania","high"
2054,57,"female","2054_57",0.00286409761465013,22,"Tasmania","high"
2055,58,"female","2055_58",0.00299447898032898,22,"Tasmania","high"
2056,59,"female","2056_59",0.00314494014407884,22,"Tasmania","high"
2057,60,"female","2057_60",0.0032753581339205,22,"Tasmania","high"
2058,61,"female","2058_61",0.00340579313483282,22,"Tasmania","high"
2059,62,"female","2059_62",0.00354628062665975,22,"Tasmania","high"
2060,63,"female","2060_63",0.00370686193132651,22,"Tasmania","high"
2061,64,"female","2061_64",0.0038775078264521,22,"Tasmania","high"
2062,65,"female","2062_65",0.00408834590860652,22,"Tasmania","high"
2063,66,"female","2063_66",0.00435948877745286,22,"Tasmania","high"
2064,67,"female","2064_67",0.00468093851854062,22,"Tasmania","high"
2065,68,"female","2065_68",0.00506279434246237,22,"Tasmania","high"
2066,69,"female","2066_69",0.00550512543449144,22,"Tasmania","high"
2067,70,"female","2066_70",0.00610861968440877,22,"Tasmania","high"
2068,71,"female","2066_71",0.0068030886197391,22,"Tasmania","high"
2069,72,"female","2066_72",0.00758872164867583,22,"Tasmania","high"
2070,73,"female","2066_73",0.0085262453444531,22,"Tasmania","high"
2071,74,"female","2066_74",0.00960599014523503,22,"Tasmania","high"
2072,75,"female","2066_75",0.0108486342068386,22,"Tasmania","high"
2073,76,"female","2066_76",0.0122547840670151,22,"Tasmania","high"
2074,77,"female","2066_77",0.0138656858616384,22,"Tasmania","high"
2075,78,"female","2066_78",0.0157534363461186,22,"Tasmania","high"
2076,79,"female","2066_79",0.0179705066546414,22,"Tasmania","high"
2077,80,"female","2066_80",0.0206313706090731,22,"Tasmania","high"
2078,81,"female","2066_81",0.0237805286654034,22,"Tasmania","high"
2079,82,"female","2066_82",0.0275459294299516,22,"Tasmania","high"
2080,83,"female","2066_83",0.031975820879151,22,"Tasmania","high"
2081,84,"female","2066_84",0.0371516551308686,22,"Tasmania","high"
2082,85,"female","2066_85",0.0431267317211571,22,"Tasmania","high"
2083,86,"female","2066_86",0.049915296893934,22,"Tasmania","high"
2084,87,"female","2066_87",0.0576502995017501,22,"Tasmania","high"
2085,88,"female","2066_88",0.066471053943442,22,"Tasmania","high"
2086,89,"female","2066_89",0.076524736330914,22,"Tasmania","high"
2087,90,"female","2066_90",0.0878590088553128,22,"Tasmania","high"
2088,91,"female","2066_91",0.0956192275546617,22,"Tasmania","high"
2089,92,"female","2066_92",0.110216732458999,22,"Tasmania","high"
2090,93,"female","2066_93",0.120147077803335,22,"Tasmania","high"
2091,94,"female","2066_94",0.135831177961864,22,"Tasmania","high"
2092,95,"female","2066_95",0.16650332726696,22,"Tasmania","high"
2093,96,"female","2066_96",0.186642880277515,22,"Tasmania","high"
2094,97,"female","2066_97",0.207762449275907,22,"Tasmania","high"
2095,98,"female","2066_98",0.230205931314718,22,"Tasmania","high"
2096,99,"female","2066_99",0.24855110691544,22,"Tasmania","high"
2097,100,"female","2066_100",0.268206295951124,22,"Tasmania","high"
2019,27,"female","2019_27",0.000320051210925276,27,"Tasmania","high"
2020,28,"female","2020_28",0.000340057813104682,27,"Tasmania","high"
2021,29,"female","2021_29",0.000370068466889002,27,"Tasmania","high"
2022,30,"female","2022_30",0.000410084072980755,27,"Tasmania","high"
2023,31,"female","2023_31",0.000460105832456547,27,"Tasmania","high"
2024,32,"female","2024_32",0.000490120089230741,27,"Tasmania","high"
2025,33,"female","2025_33",0.000540145852509252,27,"Tasmania","high"
2026,34,"female","2026_34",0.000590174118489954,27,"Tasmania","high"
2027,35,"female","2027_35",0.000640204887423272,27,"Tasmania","high"
2028,36,"female","2028_36",0.000680231304864163,27,"Tasmania","high"
2029,37,"female","2029_37",0.000730266579743379,27,"Tasmania","high"
2030,38,"female","2030_38",0.000790312214443727,27,"Tasmania","high"
2031,39,"female","2031_39",0.000840352997692503,27,"Tasmania","high"
2032,40,"female","2032_40",0.000910414301361862,27,"Tasmania","high"
2033,41,"female","2033_41",0.00098048051396142,27,"Tasmania","high"
2034,42,"female","2034_42",0.00108058362024439,27,"Tasmania","high"
2035,43,"female","2035_43",0.0011907086122215,27,"Tasmania","high"
2036,44,"female","2036_44",0.00130084573304807,27,"Tasmania","high"
2037,45,"female","2037_45",0.00142100915544693,27,"Tasmania","high"
2038,46,"female","2038_46",0.00153117164523066,27,"Tasmania","high"
2039,47,"female","2039_47",0.00165136274923049,27,"Tasmania","high"
2040,48,"female","2040_48",0.00177156830086829,27,"Tasmania","high"
2041,49,"female","2041_49",0.00190180728959633,27,"Tasmania","high"
2042,50,"female","2042_50",0.00204208363422485,27,"Tasmania","high"
2043,51,"female","2043_51",0.00219240155691376,27,"Tasmania","high"
2044,52,"female","2044_52",0.00235276558359716,27,"Tasmania","high"
2045,53,"female","2045_53",0.00250313021811848,27,"Tasmania","high"
2046,54,"female","2046_54",0.00265351746556345,27,"Tasmania","high"
2047,55,"female","2047_55",0.0027938993043949,27,"Tasmania","high"
2048,56,"female","2048_56",0.00293430085305408,27,"Tasmania","high"
2049,57,"female","2049_57",0.00307472211707622,27,"Tasmania","high"
2050,58,"female","2050_58",0.00322519535569468,27,"Tasmania","high"
2051,59,"female","2051_59",0.00337569123991629,27,"Tasmania","high"
2052,60,"female","2052_60",0.00351617450257009,27,"Tasmania","high"
2053,61,"female","2053_61",0.00365667750354392,27,"Tasmania","high"
2054,62,"female","2054_62",0.00380723834295407,27,"Tasmania","high"
2055,63,"female","2055_63",0.00397790136922374,27,"Tasmania","high"
2056,64,"female","2056_64",0.0041686768722197,27,"Tasmania","high"
2057,65,"female","2057_65",0.00438962030155794,27,"Tasmania","high"
2058,66,"female","2058_66",0.00469098548812357,27,"Tasmania","high"
2059,67,"female","2059_67",0.00503264252807468,27,"Tasmania","high"
2060,68,"female","2060_68",0.00543474149004557,27,"Tasmania","high"
2061,69,"female","2061_69",0.0059074144644665,27,"Tasmania","high"
2062,70,"female","2062_70",0.00647089113031171,27,"Tasmania","high"
2063,71,"female","2063_71",0.00710518213004701,27,"Tasmania","high"
2064,72,"female","2064_72",0.00781042209197705,27,"Tasmania","high"
2065,73,"female","2065_73",0.00864728019255084,27,"Tasmania","high"
2066,74,"female","2066_74",0.00960599014523503,27,"Tasmania","high"
2067,75,"female","2066_75",0.0108486342068386,27,"Tasmania","high"
2068,76,"female","2066_76",0.0122547840670151,27,"Tasmania","high"
2069,77,"female","2066_77",0.0138656858616384,27,"Tasmania","high"
2070,78,"female","2066_78",0.0157534363461186,27,"Tasmania","high"
2071,79,"female","2066_79",0.0179705066546414,27,"Tasmania","high"
2072,80,"female","2066_80",0.0206313706090731,27,"Tasmania","high"
2073,81,"female","2066_81",0.0237805286654034,27,"Tasmania","high"
2074,82,"female","2066_82",0.0275459294299516,27,"Tasmania","high"
2075,83,"female","2066_83",0.031975820879151,27,"Tasmania","high"
2076,84,"female","2066_84",0.0371516551308686,27,"Tasmania","high"
2077,85,"female","2066_85",0.0431267317211571,27,"Tasmania","high"
2078,86,"female","2066_86",0.049915296893934,27,"Tasmania","high"
2079,87,"female","2066_87",0.0576502995017501,27,"Tasmania","high"
2080,88,"female","2066_88",0.066471053943442,27,"Tasmania","high"
2081,89,"female","2066_89",0.076524736330914,27,"Tasmania","high"
2082,90,"female","2066_90",0.0878590088553128,27,"Tasmania","high"
2083,91,"female","2066_91",0.0956192275546617,27,"Tasmania","high"
2084,92,"female","2066_92",0.110216732458999,27,"Tasmania","high"
2085,93,"female","2066_93",0.120147077803335,27,"Tasmania","high"
2086,94,"female","2066_94",0.135831177961864,27,"Tasmania","high"
2087,95,"female","2066_95",0.16650332726696,27,"Tasmania","high"
2088,96,"female","2066_96",0.186642880277515,27,"Tasmania","high"
2089,97,"female","2066_97",0.207762449275907,27,"Tasmania","high"
2090,98,"female","2066_98",0.230205931314718,27,"Tasmania","high"
2091,99,"female","2066_99",0.24855110691544,27,"Tasmania","high"
2092,100,"female","2066_100",0.268206295951124,27,"Tasmania","high"
2019,32,"female","2019_32",0.00051013009423393,32,"Tasmania","high"
2020,33,"female","2020_33",0.000560156858563269,32,"Tasmania","high"
2021,34,"female","2021_34",0.000610186125694964,32,"Tasmania","high"
2022,35,"female","2022_35",0.000650211341586356,32,"Tasmania","high"
2023,36,"female","2023_36",0.000690238159559667,32,"Tasmania","high"
2024,37,"female","2024_37",0.00074027393514964,32,"Tasmania","high"
2025,38,"female","2025_38",0.000800320170769155,32,"Tasmania","high"
2026,39,"female","2026_39",0.000850361454838941,32,"Tasmania","high"
2027,40,"female","2027_40",0.000920423459741929,32,"Tasmania","high"
2028,41,"female","2028_41",0.000990490373673386,32,"Tasmania","high"
2029,42,"female","2029_42",0.00109059448202957,32,"Tasmania","high"
2030,43,"female","2030_43",0.00120072057651888,32,"Tasmania","high"
2031,44,"female","2031_44",0.00132087196741578,32,"Tasmania","high"
2032,45,"female","2032_45",0.00145105226731469,32,"Tasmania","high"
2033,46,"female","2033_46",0.00159126539149284,32,"Tasmania","high"
2034,47,"female","2034_47",0.00173149817814814,32,"Tasmania","high"
2035,48,"female","2035_48",0.00188176941801836,32,"Tasmania","high"
2036,49,"female","2036_49",0.00204208363422485,32,"Tasmania","high"
2037,50,"female","2037_50",0.00219240155691376,32,"Tasmania","high"
2038,51,"female","2038_51",0.00236278918918848,32,"Tasmania","high"
2039,52,"female","2039_52",0.00253320585835602,32,"Tasmania","high"
2040,53,"female","2040_53",0.00269362455148816,32,"Tasmania","high"
2041,54,"female","2041_54",0.00284404045173513,32,"Tasmania","high"
2042,55,"female","2042_55",0.00300450902029872,32,"Tasmania","high"
2043,56,"female","2043_56",0.00315497169330118,32,"Tasmania","high"
2044,57,"female","2044_57",0.00330545700872648,32,"Tasmania","high"
2045,58,"female","2045_58",0.00346599964317462,32,"Tasmania","high"
2046,59,"female","2046_59",0.00362656805569865,32,"Tasmania","high"
2047,60,"female","2047_60",0.00377712436153214,32,"Tasmania","high"
2048,61,"female","2048_61",0.00392770333797999,32,"Tasmania","high"
2049,62,"female","2049_62",0.00409838692616339,32,"Tasmania","high"
2050,63,"female","2050_63",0.00427914248488891,32,"Tasmania","high"
2051,64,"female","2051_64",0.00448002032170832,32,"Tasmania","high"
2052,65,"female","2052_65",0.00472112700253598,32,"Tasmania","high"
2053,66,"female","2053_66",0.00503264252807468,32,"Tasmania","high"
2054,67,"female","2054_67",0.00540457845885977,32,"Tasmania","high"
2055,68,"female","2055_68",0.00584706079192726,32,"Tasmania","high"
2056,69,"female","2056_69",0.0063501193988015,32,"Tasmania","high"
2057,70,"female","2057_70",0.00695412396733198,32,"Tasmania","high"
2058,71,"female","2058_71",0.00762902716449116,32,"Tasmania","high"
2059,72,"female","2059_72",0.00839514078838203,32,"Tasmania","high"
2060,73,"female","2060_73",0.00929304691159264,32,"Tasmania","high"
2061,74,"female","2061_74",0.0103332041397914,32,"Tasmania","high"
2062,75,"female","2062_75",0.0114857089430926,32,"Tasmania","high"
2063,76,"female","2063_76",0.0127914630496754,32,"Tasmania","high"
2064,77,"female","2064_77",0.0142713530375718,32,"Tasmania","high"
2065,78,"female","2065_78",0.0159769545231409,32,"Tasmania","high"
2066,79,"female","2066_79",0.0179705066546414,32,"Tasmania","high"
2067,80,"female","2066_80",0.0206313706090731,32,"Tasmania","high"
2068,81,"female","2066_81",0.0237805286654034,32,"Tasmania","high"
2069,82,"female","2066_82",0.0275459294299516,32,"Tasmania","high"
2070,83,"female","2066_83",0.031975820879151,32,"Tasmania","high"
2071,84,"female","2066_84",0.0371516551308686,32,"Tasmania","high"
2072,85,"female","2066_85",0.0431267317211571,32,"Tasmania","high"
2073,86,"female","2066_86",0.049915296893934,32,"Tasmania","high"
2074,87,"female","2066_87",0.0576502995017501,32,"Tasmania","high"
2075,88,"female","2066_88",0.066471053943442,32,"Tasmania","high"
2076,89,"female","2066_89",0.076524736330914,32,"Tasmania","high"
2077,90,"female","2066_90",0.0878590088553128,32,"Tasmania","high"
2078,91,"female","2066_91",0.0956192275546617,32,"Tasmania","high"
2079,92,"female","2066_92",0.110216732458999,32,"Tasmania","high"
2080,93,"female","2066_93",0.120147077803335,32,"Tasmania","high"
2081,94,"female","2066_94",0.135831177961864,32,"Tasmania","high"
2082,95,"female","2066_95",0.16650332726696,32,"Tasmania","high"
2083,96,"female","2066_96",0.186642880277515,32,"Tasmania","high"
2084,97,"female","2066_97",0.207762449275907,32,"Tasmania","high"
2085,98,"female","2066_98",0.230205931314718,32,"Tasmania","high"
2086,99,"female","2066_99",0.24855110691544,32,"Tasmania","high"
2087,100,"female","2066_100",0.268206295951124,32,"Tasmania","high"
2019,37,"female","2019_37",0.000750281390704177,37,"Tasmania","high"
2020,38,"female","2020_38",0.000810328227254664,37,"Tasmania","high"
2021,39,"female","2021_39",0.000860370012155485,37,"Tasmania","high"
2022,40,"female","2022_40",0.000930432718306139,37,"Tasmania","high"
2023,41,"female","2023_41",0.00100050033358353,37,"Tasmania","high"
2024,42,"female","2024_42",0.001100605444033,37,"Tasmania","high"
2025,43,"female","2025_43",0.00122074480583704,37,"Tasmania","high"
2026,44,"female","2026_44",0.00133088523499547,37,"Tasmania","high"
2027,45,"female","2027_45",0.00146106683851594,37,"Tasmania","high"
2028,46,"female","2028_46",0.00160128136697388,37,"Tasmania","high"
2029,47,"female","2029_47",0.00175153303880638,37,"Tasmania","high"
2030,48,"female","2030_48",0.00190180728959633,37,"Tasmania","high"
2031,49,"female","2031_49",0.00207214541117872,37,"Tasmania","high"
2032,50,"female","2032_50",0.00225253505329376,37,"Tasmania","high"
2033,51,"female","2033_51",0.00245300616106681,37,"Tasmania","high"
2034,52,"female","2034_52",0.00266354408624138,37,"Tasmania","high"
2035,53,"female","2035_53",0.00286409761465013,37,"Tasmania","high"
2036,54,"female","2036_54",0.00305466072922871,37,"Tasmania","high"
2037,55,"female","2037_55",0.00322519535569468,37,"Tasmania","high"
2038,56,"female","2038_56",0.00338572510420842,37,"Tasmania","high"
2039,57,"female","2039_57",0.00355631620277724,37,"Tasmania","high"
2040,58,"female","2040_58",0.00372693640763419,37,"Tasmania","high"
2041,59,"female","2041_59",0.00389758572871345,37,"Tasmania","high"
2042,60,"female","2042_60",0.00406826417595393,37,"Tasmania","high"
2043,61,"female","2043_61",0.00422892933003606,37,"Tasmania","high"
2044,62,"female","2044_62",0.0043996643446871,37,"Tasmania","high"
2045,63,"female","2045_63",0.00460056639556823,37,"Tasmania","high"
2046,64,"female","2046_64",0.00482160527921711,37,"Tasmania","high"
2047,65,"female","2047_65",0.00507284514929092,37,"Tasmania","high"
2048,66,"female","2048_66",0.00541463270149884,37,"Tasmania","high"
2049,67,"female","2049_67",0.00580682703378703,37,"Tasmania","high"
2050,68,"female","2050_68",0.00627967595730845,37,"Tasmania","high"
2051,69,"female","2051_69",0.00683329386437868,37,"Tasmania","high"
2052,70,"female","2052_70",0.00746781484752097,37,"Tasmania","high"
2053,71,"female","2053_71",0.00820355735068832,37,"Tasmania","high"
2054,72,"female","2054_72",0.00903065388570486,37,"Tasmania","high"
2055,73,"female","2055_73",0.00998973162936842,37,"Tasmania","high"
2056,74,"female","2056_74",0.0111013930711739,37,"Tasmania","high"
2057,75,"female","2057_75",0.0123458979341025,37,"Tasmania","high"
2058,76,"female","2058_76",0.0137440177922593,37,"Tasmania","high"
2059,77,"female","2059_77",0.0153370130102378,37,"Tasmania","high"
2060,78,"female","2060_78",0.0171766781206181,37,"Tasmania","high"
2061,79,"female","2061_79",0.0193153460369784,37,"Tasmania","high"
2062,80,"female","2062_80",0.0218469154300087,37,"Tasmania","high"
2063,81,"female","2063_81",0.0248358728516328,37,"Tasmania","high"
2064,82,"female","2064_82",0.0283583231050546,37,"Tasmania","high"
2065,83,"female","2065_83",0.0324405504923399,37,"Tasmania","high"
2066,84,"female","2066_84",0.0371516551308686,37,"Tasmania","high"
2067,85,"female","2066_85",0.0431267317211571,37,"Tasmania","high"
2068,86,"female","2066_86",0.049915296893934,37,"Tasmania","high"
2069,87,"female","2066_87",0.0576502995017501,37,"Tasmania","high"
2070,88,"female","2066_88",0.066471053943442,37,"Tasmania","high"
2071,89,"female","2066_89",0.076524736330914,37,"Tasmania","high"
2072,90,"female","2066_90",0.0878590088553128,37,"Tasmania","high"
2073,91,"female","2066_91",0.0956192275546617,37,"Tasmania","high"
2074,92,"female","2066_92",0.110216732458999,37,"Tasmania","high"
2075,93,"female","2066_93",0.120147077803335,37,"Tasmania","high"
2076,94,"female","2066_94",0.135831177961864,37,"Tasmania","high"
2077,95,"female","2066_95",0.16650332726696,37,"Tasmania","high"
2078,96,"female","2066_96",0.186642880277515,37,"Tasmania","high"
2079,97,"female","2066_97",0.207762449275907,37,"Tasmania","high"
2080,98,"female","2066_98",0.230205931314718,37,"Tasmania","high"
2081,99,"female","2066_99",0.24855110691544,37,"Tasmania","high"
2082,100,"female","2066_100",0.268206295951124,37,"Tasmania","high"
2019,42,"female","2019_42",0.00111061650625691,42,"Tasmania","high"
2020,43,"female","2020_43",0.00123075707086173,42,"Tasmania","high"
2021,44,"female","2021_44",0.00134089860284158,42,"Tasmania","high"
2022,45,"female","2022_45",0.00148109628179826,42,"Tasmania","high"
2023,46,"female","2023_46",0.00162131361890006,42,"Tasmania","high"
2024,47,"female","2024_47",0.00177156830086829,42,"Tasmania","high"
2025,48,"female","2025_48",0.00192184556269865,42,"Tasmania","high"
2026,49,"female","2026_49",0.0021022080918702,42,"Tasmania","high"
2027,50,"female","2027_50",0.00228260315755214,42,"Tasmania","high"
2028,51,"female","2028_51",0.00249310520571249,42,"Tasmania","high"
2029,52,"female","2029_52",0.00271367869768357,42,"Tasmania","high"
2030,53,"female","2030_53",0.00291424228202598,42,"Tasmania","high"
2031,54,"female","2031_54",0.00312487734752493,42,"Tasmania","high"
2032,55,"female","2032_55",0.0033355567895021,42,"Tasmania","high"
2033,56,"female","2033_56",0.00353624515125415,42,"Tasmania","high"
2034,57,"female","2034_57",0.00375704887771229,42,"Tasmania","high"
2035,58,"female","2035_58",0.00396786156138552,42,"Tasmania","high"
2036,59,"female","2036_59",0.0041887606214546,42,"Tasmania","high"
2037,60,"female","2037_60",0.00436953251794285,42,"Tasmania","high"
2038,61,"female","2038_61",0.00454029154221884,42,"Tasmania","high"
2039,62,"female","2039_62",0.00473117437590144,42,"Tasmania","high"
2040,63,"female","2040_63",0.00494219253931923,42,"Tasmania","high"
2041,64,"female","2041_64",0.00517335877399747,42,"Tasmania","high"
2042,65,"female","2042_65",0.00545485068296381,42,"Tasmania","high"
2043,66,"female","2043_66",0.00581688532156485,42,"Tasmania","high"
2044,67,"female","2044_67",0.00624948742995275,42,"Tasmania","high"
2045,68,"female","2045_68",0.00675274857271087,42,"Tasmania","high"
2046,69,"female","2046_69",0.00733684897401811,42,"Tasmania","high"
2047,70,"female","2047_70",0.00803217169726427,42,"Tasmania","high"
2048,71,"female","2048_71",0.0088187713082182,42,"Tasmania","high"
2049,72,"female","2049_72",0.009696862978864,42,"Tasmania","high"
2050,73,"female","2050_73",0.0107374405427413,42,"Tasmania","high"
2051,74,"female","2051_74",0.011930890867965,42,"Tasmania","high"
2052,75,"female","2052_75",0.0132676270009044,42,"Tasmania","high"
2053,76,"female","2053_76",0.0147786685378088,42,"Tasmania","high"
2054,77,"female","2054_77",0.0164851362598624,42,"Tasmania","high"
2055,78,"female","2055_78",0.0184593299242152,42,"Tasmania","high"
2056,79,"female","2056_79",0.0207538795932185,42,"Tasmania","high"
2057,80,"female","2057_80",0.0234835937482833,42,"Tasmania","high"
2058,81,"female","2058_81",0.0266931122561621,42,"Tasmania","high"
2059,82,"female","2059_82",0.0304695168162,42,"Tasmania","high"
2060,83,"female","2060_83",0.0348606321360037,42,"Tasmania","high"
2061,84,"female","2061_84",0.0399265622061226,42,"Tasmania","high"
2062,85,"female","2062_85",0.0456879809194162,42,"Tasmania","high"
2063,86,"female","2063_86",0.0521252192884969,42,"Tasmania","high"
2064,87,"female","2064_87",0.059336077346547,42,"Tasmania","high"
2065,88,"female","2065_88",0.0674333738500484,42,"Tasmania","high"
2066,89,"female","2066_89",0.076524736330914,42,"Tasmania","high"
2067,90,"female","2066_90",0.0878590088553128,42,"Tasmania","high"
2068,91,"female","2066_91",0.0956192275546617,42,"Tasmania","high"
2069,92,"female","2066_92",0.110216732458999,42,"Tasmania","high"
2070,93,"female","2066_93",0.120147077803335,42,"Tasmania","high"
2071,94,"female","2066_94",0.135831177961864,42,"Tasmania","high"
2072,95,"female","2066_95",0.16650332726696,42,"Tasmania","high"
2073,96,"female","2066_96",0.186642880277515,42,"Tasmania","high"
2074,97,"female","2066_97",0.207762449275907,42,"Tasmania","high"
2075,98,"female","2066_98",0.230205931314718,42,"Tasmania","high"
2076,99,"female","2066_99",0.24855110691544,42,"Tasmania","high"
2077,100,"female","2066_100",0.268206295951124,42,"Tasmania","high"
2019,47,"female","2019_47",0.00180162194662821,47,"Tasmania","high"
2020,48,"female","2020_48",0.00195190372524541,47,"Tasmania","high"
2021,49,"female","2021_49",0.00213227167635361,47,"Tasmania","high"
2022,50,"female","2022_50",0.00231267216592871,47,"Tasmania","high"
2023,51,"female","2023_51",0.00253320585835602,47,"Tasmania","high"
2024,52,"female","2024_52",0.00276381582273105,47,"Tasmania","high"
2025,53,"female","2025_53",0.00297441920218943,47,"Tasmania","high"
2026,54,"female","2026_54",0.00318506694477433,47,"Tasmania","high"
2027,55,"female","2027_55",0.00340579313483282,47,"Tasmania","high"
2028,56,"female","2028_56",0.00362656805569865,47,"Tasmania","high"
2029,57,"female","2029_57",0.0038574303273047,47,"Tasmania","high"
2030,58,"female","2030_58",0.00408834590860652,47,"Tasmania","high"
2031,59,"female","2031_59",0.00432935816122929,47,"Tasmania","high"
2032,60,"female","2032_60",0.0045603827563316,47,"Tasmania","high"
2033,61,"female","2033_61",0.00479146073613076,47,"Tasmania","high"
2034,62,"female","2034_62",0.00503264252807468,47,"Tasmania","high"
2035,63,"female","2035_63",0.00528393543137773,47,"Tasmania","high"
2036,64,"female","2036_64",0.00556545847288161,47,"Tasmania","high"
2037,65,"female","2037_65",0.00585711948439786,47,"Tasmania","high"
2038,66,"female","2038_66",0.00624948742995275,47,"Tasmania","high"
2039,67,"female","2039_67",0.00671247835957528,47,"Tasmania","high"
2040,68,"female","2040_68",0.00725626311477806,47,"Tasmania","high"
2041,69,"female","2041_69",0.00789105262277117,47,"Tasmania","high"
2042,70,"female","2042_70",0.00862710670051867,47,"Tasmania","high"
2043,71,"female","2043_71",0.0094747439625438,47,"Tasmania","high"
2044,72,"female","2044_72",0.0104241430844571,47,"Tasmania","high"
2045,73,"female","2045_73",0.011546403900372,47,"Tasmania","high"
2046,74,"female","2046_74",0.0128218497200583,47,"Tasmania","high"
2047,75,"female","2047_75",0.0142612093522693,47,"Tasmania","high"
2048,76,"female","2048_76",0.0158753491582902,47,"Tasmania","high"
2049,77,"female","2049_77",0.01771600580578,47,"Tasmania","high"
2050,78,"female","2050_78",0.0198354278341115,47,"Tasmania","high"
2051,79,"female","2051_79",0.0223069605225406,47,"Tasmania","high"
2052,80,"female","2052_80",0.025235760068261,47,"Tasmania","high"
2053,81,"female","2053_81",0.0286875818642543,47,"Tasmania","high"
2054,82,"female","2054_82",0.0327504902631928,47,"Tasmania","high"
2055,83,"female","2055_83",0.0374630587332106,47,"Tasmania","high"
2056,84,"female","2056_84",0.0429075010112765,47,"Tasmania","high"
2057,85,"female","2057_85",0.0491062141079526,47,"Tasmania","high"
2058,86,"female","2058_86",0.0560202382781519,47,"Tasmania","high"
2059,87,"female","2059_87",0.0637708158986631,47,"Tasmania","high"
2060,88,"female","2060_88",0.0724846750290966,47,"Tasmania","high"
2061,89,"female","2061_89",0.0822518126167281,47,"Tasmania","high"
2062,90,"female","2062_90",0.0930806670160413,47,"Tasmania","high"
2063,91,"female","2063_91",0.0998534850029275,47,"Tasmania","high"
2064,92,"female","2064_92",0.113448692507579,47,"Tasmania","high"
2065,93,"female","2065_93",0.121896484297926,47,"Tasmania","high"
2066,94,"female","2066_94",0.135831177961864,47,"Tasmania","high"
2067,95,"female","2066_95",0.16650332726696,47,"Tasmania","high"
2068,96,"female","2066_96",0.186642880277515,47,"Tasmania","high"
2069,97,"female","2066_97",0.207762449275907,47,"Tasmania","high"
2070,98,"female","2066_98",0.230205931314718,47,"Tasmania","high"
2071,99,"female","2066_99",0.24855110691544,47,"Tasmania","high"
2072,100,"female","2066_100",0.268206295951124,47,"Tasmania","high"
2019,52,"female","2019_52",0.00281395546163587,52,"Tasmania","high"
2020,53,"female","2020_53",0.00303459974383242,52,"Tasmania","high"
2021,54,"female","2021_54",0.00325529272067263,52,"Tasmania","high"
2022,55,"female","2022_55",0.00348606928483186,52,"Tasmania","high"
2023,56,"female","2023_56",0.00372693640763419,52,"Tasmania","high"
2024,57,"female","2024_57",0.00396786156138552,52,"Tasmania","high"
2025,58,"female","2025_58",0.00421888700162175,52,"Tasmania","high"
2026,59,"female","2026_59",0.00448002032170832,52,"Tasmania","high"
2027,60,"female","2027_60",0.00474122185021773,52,"Tasmania","high"
2028,61,"female","2028_61",0.00498239152430031,52,"Tasmania","high"
2029,62,"female","2029_62",0.00525377694854821,52,"Tasmania","high"
2030,63,"female","2030_63",0.00554534705562934,52,"Tasmania","high"
2031,64,"female","2031_64",0.00585711948439786,52,"Tasmania","high"
2032,65,"female","2032_65",0.0062092374777442,52,"Tasmania","high"
2033,66,"female","2033_66",0.00666214287355038,52,"Tasmania","high"
2034,67,"female","2034_67",0.00717568374909555,52,"Tasmania","high"
2035,68,"female","2035_68",0.00778018731896233,52,"Tasmania","high"
2036,69,"female","2036_69",0.00847581848104375,52,"Tasmania","high"
2037,70,"female","2037_70",0.00927286038811501,52,"Tasmania","high"
2038,71,"female","2038_71",0.0101816576071386,52,"Tasmania","high"
2039,72,"female","2039_72",0.0112025145079934,52,"Tasmania","high"
2040,73,"female","2040_73",0.0124066451245636,52,"Tasmania","high"
2041,74,"female","2041_74",0.0137845721706168,52,"Tasmania","high"
2042,75,"female","2042_75",0.0153268585095091,52,"Tasmania","high"
2043,76,"female","2043_76",0.0170647786265923,52,"Tasmania","high"
2044,77,"female","2044_77",0.0190401180802357,52,"Tasmania","high"
2045,78,"female","2045_78",0.0213155712188667,52,"Tasmania","high"
2046,79,"female","2046_79",0.0239751200497158,52,"Tasmania","high"
2047,80,"female","2047_80",0.0271245673966576,52,"Tasmania","high"
2048,81,"female","2048_81",0.0308304103926026,52,"Tasmania","high"
2049,82,"female","2049_82",0.0352023974087295,52,"Tasmania","high"
2050,83,"female","2050_83",0.0402700635288576,52,"Tasmania","high"
2051,84,"female","2051_84",0.0461172396171873,52,"Tasmania","high"
